Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4020332650,2016/5/9,"4,556",3.27,3.27,0.00,0.20,0.00,0.12,2.94,0.00,3.00,5.00,173.00,"1,225.00","2,785.00"
4020332650,2016/5/10,"5,546",3.98,3.98,0.00,0.00,0.04,0.00,3.87,0.04,0.00,0.00,206.00,774.00,"2,926.00"
4020332650,2016/5/11,"3,689",2.65,2.65,0.00,0.11,0.00,0.17,2.33,0.00,2.00,8.00,134.00,"1,296.00","2,645.00"
4020332650,2016/5/12,590,0.42,0.42,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,21.00,721.00,"1,120.00"
4057192912,2016/4/12,"5,394",4.03,4.03,0.00,0.00,0.00,0.00,3.94,0.00,0.00,0.00,164.00,"1,276.00","2,286.00"
4057192912,2016/4/13,"5,974",4.47,4.47,0.00,0.00,0.00,0.00,4.37,0.00,0.00,0.00,160.00,"1,280.00","2,306.00"
4057192912,2016/4/14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,776.00"
4057192912,2016/4/15,"3,984",2.95,2.95,0.00,0.21,0.00,0.26,2.44,0.00,3.00,6.00,88.00,873.00,"1,527.00"
4319703577,2016/4/12,"7,753",5.20,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","2,115.00"
4319703577,2016/4/13,"8,204",5.50,5.50,0.00,0.53,0.00,0.59,1.31,0.00,8.00,15.00,96.00,"1,234.00","2,135.00"
4319703577,2016/4/14,"10,210",6.88,6.88,0.00,0.11,0.00,0.33,6.44,0.00,1.00,9.00,339.00,589.00,"2,302.00"
4319703577,2016/4/15,"5,664",3.80,3.80,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,228.00,752.00,"1,985.00"
4319703577,2016/4/16,"4,744",3.18,3.18,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.00,194.00,724.00,"1,884.00"
4319703577,2016/4/17,29,0.02,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,3.00,"1,363.00","1,464.00"
4319703577,2016/4/18,"2,276",1.55,1.55,0.00,0.07,0.00,0.33,1.12,0.00,1.00,9.00,58.00,824.00,"1,632.00"
4319703577,2016/4/19,"8,925",5.99,5.99,0.00,0.00,0.00,0.00,5.99,0.00,0.00,0.00,311.00,604.00,"2,200.00"
4319703577,2016/4/20,"8,954",6.01,6.01,0.00,0.00,0.00,0.68,5.31,0.00,0.00,18.00,306.00,671.00,"2,220.00"
4319703577,2016/4/21,"3,702",2.48,2.48,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,34.00,"1,265.00","1,792.00"
4319703577,2016/4/22,"4,500",3.02,3.02,0.00,0.06,0.00,0.81,2.15,0.00,1.00,19.00,176.00,709.00,"1,886.00"
4319703577,2016/4/23,"4,935",3.31,3.31,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,233.00,546.00,"1,945.00"
4319703577,2016/4/24,"4,081",2.74,2.74,0.00,0.06,0.00,0.20,2.47,0.00,1.00,5.00,191.00,692.00,"1,880.00"
4319703577,2016/4/25,"9,259",6.21,6.21,0.00,0.00,0.00,0.28,5.93,0.00,0.00,8.00,390.00,544.00,"2,314.00"
4319703577,2016/4/26,"9,899",6.64,6.64,0.00,0.57,0.00,0.92,5.15,0.00,8.00,21.00,288.00,649.00,"2,236.00"
4319703577,2016/4/27,"10,780",7.23,7.23,0.00,0.41,0.00,1.92,4.91,0.00,6.00,47.00,300.00,680.00,"2,324.00"
4319703577,2016/4/28,"10,817",7.28,7.28,0.00,1.01,0.00,0.33,5.94,0.00,13.00,8.00,359.00,552.00,"2,367.00"
4319703577,2016/4/29,"7,990",5.36,5.36,0.00,0.45,0.00,0.79,4.12,0.00,6.00,18.00,289.00,624.00,"2,175.00"
4319703577,2016/4/30,"8,221",5.52,5.52,0.00,0.40,0.00,1.61,3.51,0.00,6.00,38.00,196.00,695.00,"2,092.00"
4319703577,2016/5/1,"1,251",0.84,0.84,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,67.00,836.00,"1,593.00"
4319703577,2016/5/2,"9,261",6.24,6.24,0.00,0.00,0.00,0.44,5.71,0.00,0.00,11.00,344.00,585.00,"2,270.00"
4319703577,2016/5/3,"9,648",6.47,6.47,0.00,0.58,0.00,1.07,4.83,0.00,8.00,26.00,287.00,669.00,"2,235.00"
4319703577,2016/5/4,"10,429",7.02,7.02,0.00,0.59,0.00,0.58,5.85,0.00,8.00,13.00,313.00,"1,106.00","2,282.00"
4319703577,2016/5/5,"13,658",9.49,9.49,0.00,2.63,0.00,1.41,5.45,0.00,27.00,34.00,328.00,957.00,"2,530.00"
4319703577,2016/5/6,"9,524",6.42,6.42,0.00,0.41,0.00,0.47,5.46,0.00,6.00,11.00,314.00,692.00,"2,266.00"
4319703577,2016/5/7,"7,937",5.33,5.33,0.00,0.19,0.00,1.05,4.08,0.00,3.00,28.00,279.00,586.00,"2,158.00"
4319703577,2016/5/8,"3,672",2.46,2.46,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.00,153.00,603.00,"1,792.00"
4319703577,2016/5/9,"10,378",6.96,6.96,0.00,0.14,0.00,0.56,6.25,0.00,2.00,14.00,374.00,490.00,"2,345.00"
4319703577,2016/5/10,"9,487",6.37,6.37,0.00,0.21,0.00,0.46,5.70,0.00,3.00,12.00,329.00,555.00,"2,260.00"
4319703577,2016/5/11,"9,129",6.13,6.13,0.00,0.20,0.00,0.74,5.18,0.00,3.00,18.00,311.00,574.00,"2,232.00"
4319703577,2016/5/12,17,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,2.00,0.00,257.00
4388161847,2016/4/12,"10,122",7.78,7.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","2,955.00"
4388161847,2016/4/13,"10,993",8.45,8.45,0.00,0.06,0.00,0.63,3.88,0.00,1.00,14.00,150.00,"1,275.00","3,092.00"
4388161847,2016/4/14,"8,863",6.82,6.82,0.00,0.13,0.00,1.07,5.62,0.00,10.00,35.00,219.00,945.00,"2,998.00"
4388161847,2016/4/15,"8,758",6.73,6.73,0.00,0.00,0.00,0.00,6.73,0.00,0.00,0.00,299.00,837.00,"3,066.00"
4388161847,2016/4/16,"6,580",5.06,5.06,0.00,0.21,0.00,0.40,4.45,0.00,6.00,9.00,253.00,609.00,"3,073.00"
4388161847,2016/4/17,"4,660",3.58,3.58,0.00,0.00,0.00,0.00,3.58,0.00,0.00,0.00,201.00,721.00,"2,572.00"
4388161847,2016/4/18,"11,009",9.10,9.10,0.00,3.56,0.00,0.40,5.14,0.00,27.00,8.00,239.00,"1,017.00","3,274.00"
4388161847,2016/4/19,"10,181",7.83,7.83,0.00,1.37,0.00,0.69,5.77,0.00,20.00,16.00,249.00,704.00,"3,015.00"
4388161847,2016/4/20,"10,553",8.12,8.12,0.00,1.10,0.00,1.72,5.29,0.00,19.00,42.00,228.00,696.00,"3,083.00"
4388161847,2016/4/21,"10,055",7.73,7.73,0.00,0.37,0.00,0.39,6.98,0.00,7.00,12.00,272.00,853.00,"3,069.00"
4388161847,2016/4/22,"12,139",9.34,9.34,0.00,3.30,0.00,1.11,4.92,0.00,77.00,25.00,220.00,945.00,"3,544.00"
4388161847,2016/4/23,"13,236",10.18,10.18,0.00,4.50,0.00,0.32,5.35,0.00,58.00,5.00,215.00,749.00,"3,306.00"
4388161847,2016/4/24,"10,243",7.88,7.88,0.00,1.08,0.00,0.51,6.30,0.00,14.00,8.00,239.00,584.00,"2,885.00"
4388161847,2016/4/25,"12,961",9.97,9.97,0.00,0.73,0.00,1.40,7.84,0.00,11.00,31.00,301.00,"1,054.00","3,288.00"
4388161847,2016/4/26,"9,461",7.28,7.28,0.00,0.94,0.00,1.06,5.27,0.00,14.00,23.00,224.00,673.00,"2,929.00"
4388161847,2016/4/27,"11,193",8.61,8.61,0.00,0.70,0.00,2.51,5.39,0.00,11.00,48.00,241.00,684.00,"3,074.00"
4388161847,2016/4/28,"10,074",7.75,7.75,0.00,1.29,0.00,0.43,6.03,0.00,19.00,9.00,234.00,878.00,"2,969.00"
4388161847,2016/4/29,"9,232",7.10,7.10,0.00,0.80,0.00,0.89,5.42,0.00,13.00,16.00,236.00,"1,175.00","2,979.00"
4388161847,2016/4/30,"12,533",9.64,9.64,0.00,0.70,0.00,2.00,6.94,0.00,14.00,43.00,300.00,537.00,"3,283.00"
4388161847,2016/5/1,"10,255",7.89,7.89,0.00,1.01,0.00,0.68,6.20,0.00,12.00,15.00,241.00,579.00,"2,926.00"
4388161847,2016/5/2,"10,096",8.40,8.40,0.00,3.77,0.00,0.08,4.55,0.00,33.00,4.00,204.00,935.00,"3,147.00"
4388161847,2016/5/3,"12,727",9.79,9.79,0.00,1.13,0.00,0.78,7.88,0.00,18.00,18.00,306.00,984.00,"3,290.00"
4388161847,2016/5/4,"12,375",9.52,9.52,0.00,2.79,0.00,0.93,5.80,0.00,35.00,21.00,251.00,632.00,"3,162.00"
4388161847,2016/5/5,"9,603",7.38,7.38,0.00,0.63,0.00,1.67,5.09,0.00,12.00,39.00,199.00,896.00,"2,899.00"
4388161847,2016/5/6,"13,175",10.13,10.13,0.00,2.11,0.00,2.09,5.93,0.00,33.00,45.00,262.00,"1,100.00","3,425.00"
4388161847,2016/5/7,"22,770",17.54,17.54,0.00,9.45,0.00,2.77,5.33,0.00,120.00,56.00,260.00,508.00,"4,022.00"
4388161847,2016/5/8,"17,298",14.38,14.38,0.00,9.89,0.00,1.26,3.23,0.00,107.00,38.00,178.00,576.00,"3,934.00"
4388161847,2016/5/9,"10,218",7.86,7.86,0.00,0.34,0.00,0.73,6.79,0.00,6.00,19.00,258.00,"1,020.00","3,013.00"
4388161847,2016/5/10,"10,299",7.92,7.92,0.00,0.81,0.00,0.65,6.46,0.00,13.00,14.00,267.00,648.00,"3,061.00"
4388161847,2016/5/11,"10,201",7.84,7.84,0.00,0.53,0.00,0.79,6.53,0.00,8.00,18.00,256.00,858.00,"2,954.00"
4388161847,2016/5/12,"3,369",2.59,2.59,0.00,0.00,0.00,0.00,2.59,0.00,0.00,0.00,108.00,825.00,"1,623.00"
4445114986,2016/4/12,"3,276",2.20,2.20,0.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00,196.00,787.00,"2,113.00"
4445114986,2016/4/13,"2,961",1.99,1.99,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,194.00,840.00,"2,095.00"
4445114986,2016/4/14,"3,974",2.67,2.67,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,231.00,717.00,"2,194.00"
4445114986,2016/4/15,"7,198",4.83,4.83,0.00,0.00,0.00,0.00,4.83,0.00,0.00,0.00,350.00,711.00,"2,496.00"
4445114986,2016/4/16,"3,945",2.65,2.65,0.00,0.00,0.00,0.00,2.65,0.00,0.00,0.00,225.00,716.00,"2,180.00"
4445114986,2016/4/17,"2,268",1.52,1.52,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,114.00,"1,219.00","1,933.00"
4445114986,2016/4/18,"6,155",4.24,4.24,0.00,2.00,0.00,0.29,1.95,0.00,25.00,6.00,162.00,"1,247.00","2,248.00"
4445114986,2016/4/19,"2,064",1.39,1.39,0.00,0.00,0.00,0.00,1.39,0.00,0.00,0.00,121.00,895.00,"1,954.00"
4445114986,2016/4/20,"2,072",1.39,1.39,0.00,0.00,0.00,0.00,1.39,0.00,0.00,0.00,137.00,841.00,"1,974.00"
4445114986,2016/4/21,"3,809",2.56,2.56,0.00,0.00,0.00,0.00,2.54,0.00,0.00,0.00,215.00,756.00,"2,150.00"
4445114986,2016/4/22,"6,831",4.58,4.58,0.00,0.00,0.00,0.00,4.58,0.00,0.00,0.00,317.00,706.00,"2,432.00"
4445114986,2016/4/23,"4,363",2.93,2.93,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,201.00,"1,239.00","2,149.00"
4445114986,2016/4/24,"5,002",3.36,3.36,0.00,0.00,0.00,0.00,3.36,0.00,0.00,0.00,244.00,"1,196.00","2,247.00"
4445114986,2016/4/25,"3,385",2.27,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,179.00,916.00,"2,070.00"
4445114986,2016/4/26,"6,326",4.41,4.41,0.00,2.41,0.00,0.04,1.96,0.00,29.00,1.00,180.00,839.00,"2,291.00"
4445114986,2016/4/27,"7,243",5.03,5.03,0.00,2.62,0.00,0.03,2.38,0.00,32.00,1.00,194.00,839.00,"2,361.00"
4445114986,2016/4/28,"4,493",3.01,3.01,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00,236.00,762.00,"2,203.00"
4445114986,2016/4/29,"4,676",3.14,3.14,0.00,0.00,0.00,0.00,3.13,0.00,0.00,0.00,226.00,"1,106.00","2,196.00"
4445114986,2016/4/30,"6,222",4.18,4.18,0.00,0.00,0.00,0.00,4.18,0.00,0.00,0.00,290.00,797.00,"2,363.00"
4445114986,2016/5/1,"5,232",3.51,3.51,0.00,0.00,0.00,0.00,3.51,0.00,0.00,0.00,240.00,741.00,"2,246.00"
4445114986,2016/5/2,"6,910",4.75,4.75,0.00,2.21,0.00,0.19,2.35,0.00,27.00,4.00,200.00,667.00,"2,336.00"
4445114986,2016/5/3,"7,502",5.18,5.18,0.00,2.48,0.00,0.11,2.58,0.00,30.00,2.00,233.00,725.00,"2,421.00"
4445114986,2016/5/4,"2,923",1.96,1.96,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,180.00,897.00,"2,070.00"
4445114986,2016/5/5,"3,800",2.55,2.55,0.00,0.12,0.00,0.24,2.18,0.00,2.00,6.00,185.00,734.00,"2,120.00"
4445114986,2016/5/6,"4,514",3.03,3.03,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,229.00,809.00,"2,211.00"
4445114986,2016/5/7,"5,183",3.59,3.59,0.00,2.13,0.00,0.19,1.25,0.00,26.00,4.00,108.00,866.00,"2,123.00"
4445114986,2016/5/8,"7,303",4.90,4.90,0.00,0.00,0.00,0.25,4.65,0.00,0.00,8.00,308.00,733.00,"2,423.00"
4445114986,2016/5/9,"5,275",3.54,3.54,0.00,0.00,0.00,0.00,3.54,0.00,0.00,0.00,266.00,641.00,"2,281.00"
4445114986,2016/5/10,"3,915",2.63,2.63,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,231.00,783.00,"2,181.00"
4445114986,2016/5/11,"9,105",6.11,6.11,0.00,2.25,0.00,1.00,2.86,0.00,34.00,22.00,232.00,622.00,"2,499.00"
4445114986,2016/5/12,768,0.52,0.52,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,58.00,380.00,"1,212.00"
4558609924,2016/4/12,"5,135",3.39,3.39,0.00,0.00,0.00,0.00,3.39,0.00,0.00,0.00,318.00,"1,122.00","1,909.00"
4558609924,2016/4/13,"4,978",3.29,3.29,0.00,1.24,0.00,0.44,1.61,0.00,19.00,7.00,127.00,"1,287.00","1,722.00"
4558609924,2016/4/14,"6,799",4.49,4.49,0.00,0.00,0.00,0.00,4.49,0.00,0.00,0.00,279.00,"1,161.00","1,922.00"
4558609924,2016/4/15,"7,795",5.15,5.15,0.00,0.59,0.00,0.84,3.73,0.00,17.00,30.00,262.00,"1,131.00","2,121.00"
4558609924,2016/4/16,"7,289",4.82,4.82,0.00,0.55,0.00,0.75,3.50,0.00,8.00,12.00,308.00,"1,112.00","1,997.00"
4558609924,2016/4/17,"9,634",6.40,6.40,0.00,0.55,0.00,1.14,4.71,0.00,7.00,19.00,304.00,"1,110.00","2,117.00"
4558609924,2016/4/18,"8,940",5.91,5.91,0.00,0.98,0.00,0.93,4.00,0.00,14.00,15.00,331.00,"1,080.00","2,116.00"
4558609924,2016/4/19,"5,401",3.57,3.57,0.00,0.05,0.00,0.36,3.16,0.00,1.00,9.00,248.00,"1,182.00","1,876.00"
4558609924,2016/4/20,"4,803",3.17,3.17,0.00,0.00,0.00,0.00,3.17,0.00,0.00,0.00,222.00,"1,218.00","1,788.00"
4558609924,2016/4/21,"13,743",9.08,9.08,0.00,0.42,0.00,0.97,7.70,0.00,6.00,21.00,432.00,844.00,"2,486.00"
4558609924,2016/4/22,"9,601",6.35,6.35,0.00,1.37,0.00,1.50,3.47,0.00,20.00,25.00,273.00,"1,122.00","2,094.00"
4558609924,2016/4/23,"6,890",4.55,4.55,0.00,0.34,0.00,0.20,4.01,0.00,5.00,5.00,308.00,"1,122.00","2,085.00"
4558609924,2016/4/24,"8,563",5.66,5.66,0.00,0.00,0.00,0.00,5.65,0.00,0.00,0.00,395.00,"1,045.00","2,173.00"
4558609924,2016/4/25,"8,095",5.35,5.35,0.00,0.59,0.00,0.25,4.51,0.00,18.00,10.00,340.00,993.00,"2,225.00"
4558609924,2016/4/26,"9,148",6.05,6.05,0.00,0.43,0.00,2.03,3.59,0.00,12.00,41.00,283.00,"1,062.00","2,223.00"
4558609924,2016/4/27,"9,557",6.32,6.32,0.00,1.96,0.00,0.89,3.46,0.00,27.00,14.00,312.00,"1,087.00","2,098.00"
4558609924,2016/4/28,"9,451",6.25,6.25,0.00,0.02,0.00,0.27,5.95,0.00,1.00,11.00,367.00,985.00,"2,185.00"
4558609924,2016/4/29,"7,833",5.18,5.18,0.00,1.02,0.00,1.85,2.31,0.00,15.00,29.00,197.00,"1,096.00","1,918.00"
4558609924,2016/4/30,"10,319",6.82,6.82,0.00,0.47,0.00,1.89,4.46,0.00,7.00,29.00,293.00,"1,111.00","2,105.00"
4558609924,2016/5/1,"3,428",2.27,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,190.00,"1,121.00","1,692.00"
4558609924,2016/5/2,"7,891",5.22,5.22,0.00,0.00,0.00,0.00,5.22,0.00,0.00,0.00,383.00,"1,057.00","2,066.00"
4558609924,2016/5/3,"5,267",3.48,3.48,0.00,0.60,0.00,0.28,2.60,0.00,21.00,10.00,237.00,"1,172.00","1,953.00"
4558609924,2016/5/4,"5,232",3.46,3.46,0.00,0.00,0.00,0.00,3.46,0.00,0.00,0.00,252.00,"1,188.00","1,842.00"
4558609924,2016/5/5,"10,611",7.01,7.01,0.00,1.01,0.00,0.50,5.51,0.00,14.00,8.00,370.00,"1,048.00","2,262.00"
4558609924,2016/5/6,"3,755",2.48,2.48,0.00,0.00,0.00,0.00,2.48,0.00,0.00,0.00,202.00,"1,238.00","1,722.00"
4558609924,2016/5/7,"8,237",5.44,5.44,0.00,1.61,0.00,1.00,2.83,0.00,23.00,16.00,233.00,"1,116.00","1,973.00"
4558609924,2016/5/8,"6,543",4.33,4.33,0.00,1.80,0.00,0.50,2.02,0.00,66.00,35.00,238.00,"1,019.00","2,666.00"
4558609924,2016/5/9,"11,451",7.57,7.57,0.00,0.43,0.00,1.62,5.52,0.00,6.00,30.00,339.00,"1,065.00","2,223.00"
4558609924,2016/5/10,"6,435",4.25,4.25,0.00,0.74,0.00,1.12,2.39,0.00,11.00,18.00,220.00,"1,191.00","1,889.00"
4558609924,2016/5/11,"9,108",6.02,6.02,0.00,0.26,0.00,1.82,3.94,0.00,4.00,31.00,324.00,"1,081.00","2,131.00"
4558609924,2016/5/12,"6,307",4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,247.00,736.00,"1,452.00"
4702921684,2016/4/12,"7,213",5.88,5.88,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,263.00,718.00,"2,947.00"
4702921684,2016/4/13,"6,877",5.58,5.58,0.00,0.00,0.00,0.00,5.58,0.00,0.00,0.00,258.00,777.00,"2,898.00"
4702921684,2016/4/14,"7,860",6.37,6.37,0.00,0.00,0.00,0.00,6.37,0.00,0.00,0.00,271.00,772.00,"2,984.00"
4702921684,2016/4/15,"6,506",5.28,5.28,0.00,0.07,0.00,0.42,4.79,0.00,1.00,8.00,256.00,944.00,"2,896.00"
4702921684,2016/4/16,"11,140",9.03,9.03,0.00,0.24,0.00,1.25,7.54,0.00,3.00,24.00,335.00,556.00,"3,328.00"
4702921684,2016/4/17,"12,692",10.29,10.29,0.00,0.96,0.00,3.46,5.88,0.00,12.00,66.00,302.00,437.00,"3,394.00"
4702921684,2016/4/18,"9,105",7.38,7.38,0.00,1.82,0.00,1.49,4.07,0.00,22.00,30.00,191.00,890.00,"3,013.00"
4702921684,2016/4/19,"6,708",5.44,5.44,0.00,0.88,0.00,0.37,4.19,0.00,10.00,8.00,179.00,757.00,"2,812.00"
4702921684,2016/4/20,"8,793",7.13,7.13,0.00,0.16,0.00,1.23,5.73,0.00,2.00,29.00,260.00,717.00,"3,061.00"
4702921684,2016/4/21,"6,530",5.30,5.30,0.00,0.31,0.00,2.05,2.94,0.00,4.00,41.00,144.00,901.00,"2,729.00"
4702921684,2016/4/22,"1,664",1.35,1.35,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,72.00,"1,341.00","2,241.00"
4702921684,2016/4/23,"15,126",12.27,12.27,0.00,0.76,0.00,3.24,8.27,0.00,9.00,66.00,408.00,469.00,"3,691.00"
4702921684,2016/4/24,"15,050",12.22,12.22,0.00,1.20,0.00,5.12,5.88,0.00,15.00,95.00,281.00,542.00,"3,538.00"
4702921684,2016/4/25,"9,167",7.43,7.43,0.00,0.49,0.00,0.82,6.11,0.00,6.00,15.00,270.00,730.00,"3,064.00"
4702921684,2016/4/26,"6,108",4.95,4.95,0.00,0.07,0.00,0.35,4.54,0.00,1.00,8.00,216.00,765.00,"2,784.00"
4702921684,2016/4/27,"7,047",5.72,5.72,0.00,0.09,0.00,0.80,4.78,0.00,1.00,16.00,238.00,733.00,"2,908.00"
4702921684,2016/4/28,"9,023",7.32,7.32,0.00,1.13,0.00,0.42,5.77,0.00,14.00,9.00,232.00,738.00,"3,033.00"
4702921684,2016/4/29,"9,930",8.05,8.05,0.00,1.06,0.00,0.92,6.07,0.00,12.00,19.00,267.00,692.00,"3,165.00"
4702921684,2016/4/30,"10,144",8.23,8.23,0.00,0.32,0.00,2.03,5.88,0.00,4.00,36.00,263.00,728.00,"3,115.00"
4702921684,2016/5/1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","2,017.00"
4702921684,2016/5/2,"7,245",5.92,5.92,0.00,0.38,0.00,1.74,3.76,0.00,5.00,40.00,195.00,"1,131.00","2,859.00"
4702921684,2016/5/3,"9,454",7.67,7.67,0.00,0.00,0.00,0.00,7.67,0.00,0.00,0.00,313.00,729.00,"3,145.00"
4702921684,2016/5/4,"8,161",6.62,6.62,0.00,0.34,0.00,0.73,5.54,0.00,4.00,15.00,251.00,757.00,"3,004.00"
4702921684,2016/5/5,"8,614",6.99,6.99,0.00,0.67,0.00,0.22,6.09,0.00,8.00,5.00,241.00,745.00,"3,006.00"
4702921684,2016/5/6,"6,943",5.63,5.63,0.00,0.08,0.00,0.66,4.87,0.00,1.00,16.00,207.00,682.00,"2,859.00"
4702921684,2016/5/7,"14,370",11.65,11.65,0.00,0.37,0.00,2.31,8.97,0.00,5.00,46.00,439.00,577.00,"3,683.00"
4702921684,2016/5/8,"12,857",10.43,10.43,0.00,0.68,0.00,6.21,3.54,0.00,9.00,125.00,192.00,"1,019.00","3,287.00"
4702921684,2016/5/9,"8,232",6.68,6.68,0.00,0.00,0.00,0.57,6.10,0.00,0.00,12.00,253.00,746.00,"2,990.00"
4702921684,2016/5/10,"10,613",8.61,8.61,0.00,0.08,0.00,1.88,6.65,0.00,1.00,37.00,262.00,701.00,"3,172.00"
4702921684,2016/5/11,"9,810",7.96,7.96,0.00,0.78,0.00,2.16,4.98,0.00,10.00,41.00,235.00,784.00,"3,069.00"
4702921684,2016/5/12,"2,752",2.23,2.23,0.00,0.00,0.00,0.00,2.23,0.00,0.00,0.00,68.00,241.00,"1,240.00"
5553957443,2016/4/12,"11,596",7.57,7.57,0.00,1.37,0.00,0.79,5.41,0.00,19.00,13.00,277.00,767.00,"2,026.00"
5553957443,2016/4/13,"4,832",3.16,3.16,0.00,0.00,0.00,0.00,3.16,0.00,0.00,0.00,226.00,647.00,"1,718.00"
5553957443,2016/4/14,"17,022",11.12,11.12,0.00,4.00,0.00,2.45,4.67,0.00,61.00,41.00,256.00,693.00,"2,324.00"
5553957443,2016/4/15,"16,556",10.86,10.86,0.00,4.16,0.00,1.98,4.71,0.00,58.00,38.00,239.00,689.00,"2,254.00"
5553957443,2016/4/16,"5,771",3.77,3.77,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.00,288.00,521.00,"1,831.00"
5553957443,2016/4/17,655,0.43,0.43,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,46.00,943.00,"1,397.00"
5553957443,2016/4/18,"3,727",2.43,2.43,0.00,0.00,0.00,0.00,2.43,0.00,0.00,0.00,206.00,622.00,"1,683.00"
5553957443,2016/4/19,"15,482",10.11,10.11,0.00,4.28,0.00,1.66,4.18,0.00,69.00,28.00,249.00,756.00,"2,284.00"
5553957443,2016/4/20,"2,713",1.77,1.77,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,148.00,598.00,"1,570.00"
5553957443,2016/4/21,"12,346",8.06,8.06,0.00,2.95,0.00,2.16,2.96,0.00,47.00,42.00,177.00,801.00,"2,066.00"
5553957443,2016/4/22,"11,682",7.63,7.63,0.00,1.38,0.00,0.63,5.60,0.00,25.00,16.00,270.00,781.00,"2,105.00"
5553957443,2016/4/23,"4,112",2.69,2.69,0.00,0.00,0.00,0.00,2.68,0.00,0.00,0.00,272.00,443.00,"1,776.00"
5553957443,2016/4/24,"1,807",1.18,1.18,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,104.00,582.00,"1,507.00"
5553957443,2016/4/25,"10,946",7.19,7.19,0.00,2.93,0.00,0.57,3.69,0.00,51.00,11.00,201.00,732.00,"2,033.00"
5553957443,2016/4/26,"11,886",7.76,7.76,0.00,2.37,0.00,0.93,4.46,0.00,40.00,18.00,238.00,750.00,"2,093.00"
5553957443,2016/4/27,"10,538",6.88,6.88,0.00,1.14,0.00,1.00,4.74,0.00,16.00,16.00,206.00,745.00,"1,922.00"
5553957443,2016/4/28,"11,393",7.63,7.63,0.00,3.71,0.00,0.75,3.17,0.00,49.00,13.00,165.00,727.00,"1,999.00"
5553957443,2016/4/29,"12,764",8.33,8.33,0.00,2.79,0.00,0.64,4.91,0.00,46.00,15.00,270.00,709.00,"2,169.00"
5553957443,2016/4/30,"1,202",0.78,0.78,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,84.00,506.00,"1,463.00"
5553957443,2016/5/1,"5,164",3.37,3.37,0.00,0.00,0.00,0.00,3.37,0.00,0.00,0.00,237.00,436.00,"1,747.00"
5553957443,2016/5/2,"9,769",6.38,6.38,0.00,1.06,0.00,0.41,4.90,0.00,23.00,9.00,227.00,724.00,"1,996.00"
5553957443,2016/5/3,"12,848",8.39,8.39,0.00,1.50,0.00,1.20,5.68,0.00,26.00,29.00,247.00,812.00,"2,116.00"
5553957443,2016/5/4,"4,249",2.77,2.77,0.00,0.00,0.00,0.00,2.77,0.00,0.00,0.00,224.00,651.00,"1,698.00"
5553957443,2016/5/5,"14,331",9.51,9.51,0.00,3.43,0.00,1.66,4.43,0.00,44.00,29.00,241.00,692.00,"2,156.00"
5553957443,2016/5/6,"9,632",6.29,6.29,0.00,1.52,0.00,0.54,4.23,0.00,21.00,9.00,229.00,761.00,"1,916.00"
